ticket_id,title,description,category,priority,created_at,num_comments,is_reopened,resolution_duration_hours
1096,Ticket 1096: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2024-10-11 20:52:36.294953,3,False,63.35
1097,Ticket 1097: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-05-26 00:52:36.294962,5,True,21.85
1098,Ticket 1098: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2024-10-17 18:52:36.294972,1,False,19.34
1099,Ticket 1099: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2025-07-24 08:52:36.294981,4,True,26.39
1100,Ticket 1100: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2024-08-16 15:52:36.294990,9,True,32.67
1101,Ticket 1101: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-06-23 11:52:36.294999,4,False,24.46
1102,Ticket 1102: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-01-31 13:52:36.295009,5,False,18.65
1103,Ticket 1103: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-02-03 11:52:36.295018,3,False,50.18
1104,Ticket 1104: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-02-15 03:52:36.295026,1,False,12.82
1105,Ticket 1105: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2024-10-10 09:52:36.295035,2,True,27.0
1106,Ticket 1106: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-02-10 04:52:36.295044,8,False,29.38
1107,Ticket 1107: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-03-05 05:52:36.295053,5,False,14.28
1108,Ticket 1108: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2024-09-02 08:52:36.295061,13,False,22.14
1109,Ticket 1109: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2024-10-09 16:52:36.295070,2,False,18.1
1110,Ticket 1110: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-02-19 04:52:36.295081,2,False,20.64
1111,Ticket 1111: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-09-19 21:52:36.295090,0,True,21.83
1112,Ticket 1112: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-11-21 20:52:36.295098,6,True,56.82
1113,Ticket 1113: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2024-11-02 22:52:36.295107,13,False,22.4
1114,Ticket 1114: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-02-12 09:52:36.295116,5,False,19.22
1115,Ticket 1115: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2024-12-18 19:52:36.295124,4,False,29.8
1116,Ticket 1116: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-11-01 20:52:36.295133,10,False,50.48
1117,Ticket 1117: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-02-12 21:52:36.295143,9,False,17.1
1118,Ticket 1118: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-12-31 22:52:36.295153,13,False,15.34
1119,Ticket 1119: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-04-29 12:52:36.295161,11,False,19.15
1120,Ticket 1120: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2024-09-15 21:52:36.295170,14,True,35.12
1121,Ticket 1121: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-09-09 15:52:36.295222,1,False,35.73
1122,Ticket 1122: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-06-01 07:52:36.295231,7,True,22.03
1123,Ticket 1123: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2024-08-26 11:52:36.295240,10,False,12.59
1124,Ticket 1124: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-06-30 11:52:36.295249,1,False,32.15
1125,Ticket 1125: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-07-16 21:52:36.295258,8,False,25.11
1126,Ticket 1126: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2024-11-30 11:52:36.295267,2,False,11.41
1127,Ticket 1127: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-04-27 04:52:36.295276,11,False,55.67
1128,Ticket 1128: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-01-17 07:52:36.295285,7,True,24.18
1129,Ticket 1129: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2024-11-17 16:52:36.295294,4,False,10.79
1130,Ticket 1130: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2024-09-02 14:52:36.295303,12,False,10.28
1131,Ticket 1131: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-08-14 17:52:36.295312,14,True,32.75
1132,Ticket 1132: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2024-08-05 08:52:36.295321,4,False,6.82
1133,Ticket 1133: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-06-28 23:52:36.295330,8,False,28.02
1134,Ticket 1134: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-03-11 02:52:36.295339,4,False,8.39
1135,Ticket 1135: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2025-02-09 20:52:36.295348,13,False,41.79
1136,Ticket 1136: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-05-11 11:52:36.295358,11,False,83.7
1137,Ticket 1137: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-08-09 09:52:36.295367,8,False,22.95
1138,Ticket 1138: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2025-04-16 09:52:36.295376,10,False,40.08
1139,Ticket 1139: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2024-11-13 03:52:36.295385,11,False,11.87
1140,Ticket 1140: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-01-10 06:52:36.295394,5,True,39.28
1141,Ticket 1141: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-08-14 13:52:36.295403,2,False,55.67
1142,Ticket 1142: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-04-20 16:52:36.295415,12,False,7.04
1143,Ticket 1143: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2025-06-23 21:52:36.295423,12,False,19.39
1144,Ticket 1144: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-03-21 04:52:36.295433,14,False,15.28
1145,Ticket 1145: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2025-02-02 02:52:36.295441,8,False,11.81
1146,Ticket 1146: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-02-06 16:52:36.295450,6,True,15.02
1147,Ticket 1147: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2024-10-25 02:52:36.295459,12,False,61.05
1148,Ticket 1148: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-05-09 22:52:36.295468,8,True,24.51
1149,Ticket 1149: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-07-30 14:52:36.295477,0,False,10.1
1150,Ticket 1150: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-04-11 06:52:36.295485,4,False,25.52
1151,Ticket 1151: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-02-14 22:52:36.295494,2,False,16.86
1152,Ticket 1152: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-06-07 22:52:36.295503,9,False,29.39
1153,Ticket 1153: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2024-12-01 22:52:36.295512,3,False,14.0
1154,Ticket 1154: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-05-30 00:52:36.295521,7,True,20.67
1155,Ticket 1155: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2024-07-26 08:52:36.295530,13,False,23.54
1156,Ticket 1156: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2024-08-31 14:52:36.295539,1,False,3.58
1157,Ticket 1157: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-07-02 22:52:36.295548,9,False,13.49
1158,Ticket 1158: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-01-14 06:52:36.295557,9,False,36.82
1159,Ticket 1159: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-05-07 20:52:36.295566,6,False,15.04
1160,Ticket 1160: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-02-07 13:52:36.295577,10,True,25.39
1161,Ticket 1161: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2024-11-30 04:52:36.295586,10,False,17.87
1162,Ticket 1162: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2024-08-04 17:52:36.295595,15,False,27.4
1163,Ticket 1163: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-07-22 01:52:36.295605,10,False,14.96
1164,Ticket 1164: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-05-14 13:52:36.295613,7,True,26.22
1165,Ticket 1165: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-08-16 22:52:36.295622,4,False,53.72
1166,Ticket 1166: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2024-09-12 14:52:36.295631,13,False,26.83
1167,Ticket 1167: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-01-15 04:52:36.295640,0,True,61.74
1168,Ticket 1168: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-06-28 02:52:36.295649,4,False,45.26
1169,Ticket 1169: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-12-08 17:52:36.295658,14,True,26.02
1170,Ticket 1170: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2024-11-13 11:52:36.295667,15,False,19.68
1171,Ticket 1171: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-04-26 04:52:36.295676,2,False,38.49
1172,Ticket 1172: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-01-05 18:52:36.295684,10,False,27.83
1173,Ticket 1173: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-07-17 02:52:36.295693,10,True,35.82
1174,Ticket 1174: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-07-09 18:52:36.295702,15,False,74.43
1175,Ticket 1175: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-05-30 20:52:36.295710,3,False,39.92
1176,Ticket 1176: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-05-20 16:52:36.295719,14,False,26.17
1177,Ticket 1177: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-03-31 12:52:36.295728,5,False,26.14
1178,Ticket 1178: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2024-08-30 17:52:36.295737,6,False,9.73
1179,Ticket 1179: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-06-16 10:52:36.295748,5,True,28.2
1180,Ticket 1180: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2024-08-19 15:52:36.295758,5,False,5.86
1181,Ticket 1181: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2024-11-22 16:52:36.295767,0,False,19.04
1182,Ticket 1182: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2024-12-06 23:52:36.295778,4,True,51.69
1183,Ticket 1183: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-02-11 00:52:36.295787,7,True,74.9
1184,Ticket 1184: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-02-27 19:52:36.295795,10,True,73.0
1185,Ticket 1185: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-06-19 10:52:36.295804,1,False,8.66
1186,Ticket 1186: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2025-04-13 15:52:36.295814,5,True,49.28
1187,Ticket 1187: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-02-21 04:52:36.295823,10,True,15.7
1188,Ticket 1188: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-02-27 16:52:36.295833,14,False,60.25
1189,Ticket 1189: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-03-21 04:52:36.295841,4,True,22.52
1190,Ticket 1190: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-09-26 05:52:36.295850,5,False,38.24
1191,Ticket 1191: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-11-24 17:52:36.295861,4,False,10.41
1192,Ticket 1192: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-02-15 11:52:36.295871,14,False,66.86
1193,Ticket 1193: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2024-08-31 06:52:36.295880,12,False,30.61
1194,Ticket 1194: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-03-08 04:52:36.295888,4,False,19.9
1195,Ticket 1195: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-01-02 17:52:36.295897,2,False,31.76
1196,Ticket 1196: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-07-30 03:52:36.295906,5,False,21.96
1197,Ticket 1197: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-04-17 08:52:36.295915,11,False,32.19
1198,Ticket 1198: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2024-08-29 14:52:36.295924,11,True,25.08
1199,Ticket 1199: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-07-07 15:52:36.295933,15,False,42.4
1200,Ticket 1200: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-02-26 22:52:36.295942,8,False,43.87
1201,Ticket 1201: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2024-08-05 21:52:36.295951,14,False,47.63
1202,Ticket 1202: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-10-18 19:52:36.295959,13,False,41.07
1203,Ticket 1203: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-12-21 16:52:36.295969,9,False,45.51
1204,Ticket 1204: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-05-21 15:52:36.295977,9,False,34.29
1205,Ticket 1205: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-02-15 23:52:36.295987,12,True,57.9
1206,Ticket 1206: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-10-22 01:52:36.295996,2,False,52.1
1207,Ticket 1207: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2025-06-08 06:52:36.296005,14,False,31.98
1208,Ticket 1208: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-08-23 08:52:36.296013,6,False,7.56
1209,Ticket 1209: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2024-09-27 23:52:36.296022,12,True,62.47
1210,Ticket 1210: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-01-20 15:52:36.296033,7,False,28.35
1211,Ticket 1211: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-05-21 17:52:36.296042,13,False,44.91
1212,Ticket 1212: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-07-31 05:52:36.296051,14,True,75.21
1213,Ticket 1213: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-03-09 15:52:36.296060,12,False,25.57
1214,Ticket 1214: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2024-08-29 13:52:36.296069,4,False,21.85
1215,Ticket 1215: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-06-05 22:52:36.296078,14,True,26.57
1216,Ticket 1216: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-04-19 20:52:36.296087,8,False,19.53
1217,Ticket 1217: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-08-05 18:52:36.296096,4,False,44.14
1218,Ticket 1218: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-01-21 20:52:36.296106,10,False,62.42
1219,Ticket 1219: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-02-21 16:52:36.296115,4,False,25.74
1220,Ticket 1220: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-09-26 03:52:36.296123,12,False,23.75
1221,Ticket 1221: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-06-08 16:52:36.296132,10,True,67.61
1222,Ticket 1222: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-03-04 18:52:36.296141,8,False,67.29
1223,Ticket 1223: Issue with Software system,Detailed description for Software problem with priority Low.,Software,Low,2025-01-15 05:52:36.296150,2,False,9.19
1224,Ticket 1224: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-07-01 09:52:36.296160,6,False,16.14
1225,Ticket 1225: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-10-19 05:52:36.296169,3,False,25.31
1226,Ticket 1226: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-11-15 17:52:36.296178,14,False,42.36
1227,Ticket 1227: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-05-04 09:52:36.296186,2,False,32.86
1228,Ticket 1228: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-02-20 02:52:36.296195,15,False,19.69
1229,Ticket 1229: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2025-05-05 22:52:36.296204,6,False,44.75
1230,Ticket 1230: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2025-01-13 15:52:36.296215,7,False,43.25
1231,Ticket 1231: Issue with Other system,Detailed description for Other problem with priority Critical.,Other,Critical,2024-11-13 09:52:36.296224,8,False,12.65
1232,Ticket 1232: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2024-11-10 07:52:36.296233,7,False,11.25
1233,Ticket 1233: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-05-26 03:52:36.296242,4,True,19.25
1234,Ticket 1234: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2024-11-11 14:52:36.296251,7,False,14.25
1235,Ticket 1235: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2024-12-24 07:52:36.296260,14,False,71.74
1236,Ticket 1236: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-03-22 02:52:36.296269,6,False,14.15
1237,Ticket 1237: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-04-28 09:52:36.296278,10,False,33.05
1238,Ticket 1238: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2024-09-17 14:52:36.296287,13,False,49.22
1239,Ticket 1239: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-05-17 02:52:36.296296,13,True,21.26
1240,Ticket 1240: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2024-09-12 15:52:36.296305,11,False,25.17
1241,Ticket 1241: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-09-10 06:52:36.296313,12,False,66.73
1242,Ticket 1242: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2024-09-20 21:52:36.296322,10,False,17.82
1243,Ticket 1243: Issue with Software system,Detailed description for Software problem with priority Medium.,Software,Medium,2024-10-25 20:52:36.296332,5,False,17.89
1244,Ticket 1244: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-03-28 16:52:36.296341,13,False,43.92
1245,Ticket 1245: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-05-03 16:52:36.296349,4,False,16.69
1246,Ticket 1246: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-01-03 07:52:36.296359,10,True,69.0
1247,Ticket 1247: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2024-08-26 16:52:36.296368,1,False,12.85
1248,Ticket 1248: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2024-10-01 06:52:36.296377,9,False,12.24
1249,Ticket 1249: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2024-10-25 00:52:36.296385,13,False,22.44
1250,Ticket 1250: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2024-07-28 00:52:36.296394,2,False,32.83
1251,Ticket 1251: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-11-23 16:52:36.296403,10,False,13.14
1252,Ticket 1252: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2025-04-09 07:52:36.296412,5,False,38.11
1253,Ticket 1253: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-06-28 11:52:36.296421,4,False,8.09
1254,Ticket 1254: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2025-04-11 04:52:36.296430,15,False,13.86
1255,Ticket 1255: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2024-08-30 23:52:36.296438,2,False,10.95
1256,Ticket 1256: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-02-15 02:52:36.296447,13,False,24.41
1257,Ticket 1257: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2024-12-23 22:52:36.296456,15,False,13.6
1258,Ticket 1258: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-04-29 07:52:36.296465,9,False,37.99
1259,Ticket 1259: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-06-02 14:52:36.296474,4,True,6.08
1260,Ticket 1260: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2024-12-15 11:52:36.296485,8,False,47.3
1261,Ticket 1261: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-06-28 08:52:36.296494,13,False,19.21
1262,Ticket 1262: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2025-01-16 20:52:36.296502,2,False,12.11
1263,Ticket 1263: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-01-04 09:52:36.296511,2,False,16.87
1264,Ticket 1264: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-09-29 10:52:36.296521,7,True,62.56
1265,Ticket 1265: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2025-05-08 13:52:36.296530,2,False,35.05
1266,Ticket 1266: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2024-10-04 22:52:36.296540,10,False,31.59
1267,Ticket 1267: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-09-04 13:52:36.296552,4,False,51.64
1268,Ticket 1268: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-04-27 01:52:36.296561,3,False,16.58
1269,Ticket 1269: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2024-10-22 20:52:36.296570,8,False,23.38
1270,Ticket 1270: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2024-12-20 19:52:36.296580,8,False,21.65
1271,Ticket 1271: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-04-14 01:52:36.296589,10,False,25.34
1272,Ticket 1272: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-06-22 19:52:36.296600,9,False,78.3
1273,Ticket 1273: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-01-02 09:52:36.296609,15,True,71.07
1274,Ticket 1274: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-10-15 06:52:36.296618,6,False,50.76
1275,Ticket 1275: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2024-12-29 12:52:36.296627,1,False,48.88
1276,Ticket 1276: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2024-12-25 14:52:36.296636,5,False,48.02
1277,Ticket 1277: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-08-20 04:52:36.296644,14,True,78.65
1278,Ticket 1278: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2024-09-16 10:52:36.296653,7,False,19.85
1279,Ticket 1279: Issue with Other system,Detailed description for Other problem with priority Low.,Other,Low,2025-05-06 15:52:36.296662,8,True,16.49
1280,Ticket 1280: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2025-02-21 04:52:36.296671,3,False,40.23
1281,Ticket 1281: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-02-23 15:52:36.296679,4,False,33.26
1282,Ticket 1282: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-03-30 07:52:36.296688,13,False,21.36
1283,Ticket 1283: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-02-17 22:52:36.296698,6,True,29.56
1284,Ticket 1284: Issue with Network system,Detailed description for Network problem with priority High.,Network,High,2024-11-30 19:52:36.296706,4,False,37.87
1285,Ticket 1285: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2024-08-03 17:52:36.296715,10,False,23.93
1286,Ticket 1286: Issue with Hardware system,Detailed description for Hardware problem with priority Low.,Hardware,Low,2025-06-18 21:52:36.296723,5,True,23.65
1287,Ticket 1287: Issue with Account system,Detailed description for Account problem with priority High.,Account,High,2024-11-28 10:52:36.296732,5,False,40.61
1288,Ticket 1288: Issue with Network system,Detailed description for Network problem with priority Critical.,Network,Critical,2025-07-15 23:52:36.296741,13,True,102.71
1289,Ticket 1289: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-06-07 10:52:36.296750,3,False,10.09
1290,Ticket 1290: Issue with Account system,Detailed description for Account problem with priority Low.,Account,Low,2025-05-30 04:52:36.296759,9,False,18.44
1291,Ticket 1291: Issue with Network system,Detailed description for Network problem with priority Medium.,Network,Medium,2024-11-03 20:52:36.296767,0,True,37.19
1292,Ticket 1292: Issue with Account system,Detailed description for Account problem with priority Medium.,Account,Medium,2025-02-06 22:52:36.296776,6,False,13.61
1293,Ticket 1293: Issue with Other system,Detailed description for Other problem with priority Medium.,Other,Medium,2024-09-14 12:52:36.296785,12,False,12.17
1294,Ticket 1294: Issue with Hardware system,Detailed description for Hardware problem with priority High.,Hardware,High,2024-10-22 03:52:36.296794,11,False,56.64
1295,Ticket 1295: Issue with Account system,Detailed description for Account problem with priority Critical.,Account,Critical,2025-07-08 23:52:36.296802,5,False,45.38
1296,Ticket 1296: Issue with Hardware system,Detailed description for Hardware problem with priority Critical.,Hardware,Critical,2025-01-03 22:52:36.296811,11,False,60.92
1297,Ticket 1297: Issue with Software system,Detailed description for Software problem with priority High.,Software,High,2025-02-20 03:52:36.296820,3,False,23.45
1298,Ticket 1298: Issue with Network system,Detailed description for Network problem with priority Low.,Network,Low,2024-12-29 15:52:36.296829,15,False,17.54
1299,Ticket 1299: Issue with Other system,Detailed description for Other problem with priority High.,Other,High,2025-07-04 08:52:36.296838,3,False,13.23
1300,Ticket 1300: Issue with Software system,Detailed description for Software problem with priority Critical.,Software,Critical,2025-01-22 11:52:36.296847,4,False,30.57
1301,Ticket 1301: Issue with Hardware system,Detailed description for Hardware problem with priority Medium.,Hardware,Medium,2025-04-28 22:52:36.296856,7,True,26.29
